Order_ID,Material_ID,Item_ID,Source,Destination,Available_Time,Deadline,Danger_Type,Area,Weight
A144794,PORT-CARGO-4222,P4794-5778bb6e,City_122,City_23,2022-03-23 00:00:00,2022-04-09 00:00:00,type_1,8826,403590
A144795,PORT-LIFT-7396,P4795-0a7ff057,City_122,City_23,2024-02-03 00:00:00,2024-02-08 00:00:00,type_1,81448,441423
A144796,PORT-LIFT-4995,P4796-a59fd98b,City_122,City_23,2023-08-14 00:00:00,2023-08-25 00:00:00,type_1,64190,230842
A144797,PORT-RORO-7687,P4797-3cbe0c53,City_122,City_23,2022-05-16 00:00:00,2022-06-15 00:00:00,type_1,24067,223618
A144798,PORT-CARGO-6352,P4798-6050ba56,City_122,City_23,2023-12-21 00:00:00,2024-01-17 00:00:00,type_1,49773,312104
A144799,PORT-CTNR-6952,P4799-f1666836,City_122,City_23,2022-08-26 00:00:00,2022-08-29 00:00:00,type_1,98678,82282
A144800,PORT-RORO-2207,P4800-bd1e5e55,City_122,City_23,2024-01-28 00:00:00,2024-02-17 00:00:00,type_1,2655,167919
A144801,PORT-LIFT-8965,P4801-d338bcec,City_122,City_24,2024-04-12 00:00:00,2024-05-02 00:00:00,type_1,59275,485642
A144802,PORT-CTNR-4540,P4802-9ba9e6c2,City_122,City_24,2023-02-02 00:00:00,2023-02-21 00:00:00,type_1,6846,220388
A144803,PORT-LIFT-1849,P4803-77418eba,City_122,City_24,2023-02-07 00:00:00,2023-02-17 00:00:00,type_1,52434,31773
A144804,PORT-RORO-4910,P4804-63463047,City_122,City_24,2023-03-21 00:00:00,2023-04-19 00:00:00,type_1,49123,14384
A144805,PORT-CARGO-9698,P4805-187fdd32,City_122,City_26,2023-10-19 00:00:00,2023-10-24 00:00:00,type_1,83506,349203
A144806,PORT-RORO-5357,P4806-a3342bb1,City_122,City_26,2024-05-07 00:00:00,2024-05-10 00:00:00,type_1,71936,337074
A144807,PORT-CTNR-1179,P4807-f26851ad,City_122,City_26,2024-05-30 00:00:00,2024-06-08 00:00:00,type_1,6241,317569
A144808,PORT-CTNR-3701,P4808-7c92fbf4,City_122,City_28,2022-03-02 00:00:00,2022-03-30 00:00:00,type_1,31597,398382
A144809,PORT-CTNR-3345,P4809-ba3308a7,City_122,City_28,2023-01-09 00:00:00,2023-01-16 00:00:00,type_1,80232,22218
A144810,PORT-LIFT-6553,P4810-893332cd,City_122,City_28,2022-06-11 00:00:00,2022-07-06 00:00:00,type_1,60802,114873
A144811,PORT-LIFT-8659,P4811-6af8742a,City_122,City_28,2023-12-14 00:00:00,2024-01-05 00:00:00,type_1,30812,202239
A144812,PORT-CTNR-4058,P4812-b9871794,City_122,City_28,2023-02-06 00:00:00,2023-02-10 00:00:00,type_1,82194,35972
A144813,PORT-RORO-1704,P4813-db352bc9,City_122,City_28,2022-05-17 00:00:00,2022-06-16 00:00:00,type_1,46220,252990
A144814,PORT-RORO-5837,P4814-7e9e5c83,City_122,City_28,2023-11-09 00:00:00,2023-11-22 00:00:00,type_1,36329,145155
A144815,PORT-CARGO-1718,P4815-0abae85d,City_122,City_29,2022-11-23 00:00:00,2022-12-05 00:00:00,type_1,73485,401730
A144816,PORT-LIFT-5674,P4816-6d5e7666,City_122,City_29,2022-12-04 00:00:00,2022-12-14 00:00:00,type_1,12370,279376
A144817,PORT-CTNR-1266,P4817-89d2a37a,City_122,City_29,2023-10-08 00:00:00,2023-10-28 00:00:00,type_1,94657,73321
A144818,PORT-RORO-6699,P4818-b0fa4218,City_122,City_29,2023-10-07 00:00:00,2023-10-21 00:00:00,type_1,28203,287554
A144819,PORT-LIFT-5636,P4819-c08d8f95,City_122,City_29,2024-02-20 00:00:00,2024-03-04 00:00:00,type_1,53734,218738
A144820,PORT-CARGO-3750,P4820-9c456401,City_122,City_29,2023-09-04 00:00:00,2023-10-02 00:00:00,type_1,49127,369571
A144821,PORT-CARGO-3020,P4821-974b4e7d,City_122,City_29,2023-05-21 00:00:00,2023-06-12 00:00:00,type_1,7359,269544
A144822,PORT-LIFT-7674,P4822-07f01d62,City_122,City_29,2023-01-25 00:00:00,2023-01-28 00:00:00,type_1,54028,133068
A144823,PORT-RORO-3286,P4823-5a74698a,City_122,City_3,2022-11-14 00:00:00,2022-12-04 00:00:00,type_1,4495,231803
A144824,PORT-RORO-1171,P4824-0f00ce17,City_122,City_3,2022-10-31 00:00:00,2022-11-17 00:00:00,type_1,84431,462823
A144825,PORT-CARGO-7907,P4825-bab5260a,City_122,City_3,2023-02-20 00:00:00,2023-02-23 00:00:00,type_1,26287,78724
A144826,PORT-CTNR-6996,P4826-00cd60ba,City_122,City_30,2023-06-01 00:00:00,2023-06-15 00:00:00,type_1,9806,24246
A144827,PORT-LIFT-4261,P4827-98b9c597,City_122,City_30,2023-11-29 00:00:00,2023-12-02 00:00:00,type_1,58331,45573
A144828,PORT-CARGO-2477,P4828-4b19ac78,City_122,City_30,2023-03-10 00:00:00,2023-03-28 00:00:00,type_1,12806,434129
A144829,PORT-LIFT-7934,P4829-64e30475,City_122,City_30,2022-02-25 00:00:00,2022-03-11 00:00:00,type_1,58176,286068
A144830,PORT-CTNR-7118,P4830-65824bd1,City_122,City_30,2022-05-13 00:00:00,2022-05-21 00:00:00,type_1,40112,144039
A144831,PORT-CARGO-5018,P4831-6d9d2ccc,City_122,City_31,2023-08-28 00:00:00,2023-09-10 00:00:00,type_1,58478,171266
A144832,PORT-LIFT-1927,P4832-f39d88cd,City_122,City_31,2023-12-28 00:00:00,2024-01-12 00:00:00,type_1,96434,148524
A144833,PORT-LIFT-4502,P4833-ecb8bed7,City_122,City_31,2022-04-10 00:00:00,2022-05-04 00:00:00,type_1,42426,435538
A144834,PORT-RORO-1891,P4834-91d51bf1,City_122,City_32,2022-11-23 00:00:00,2022-12-19 00:00:00,type_1,16636,251295
A144835,PORT-CTNR-9596,P4835-6a283620,City_122,City_32,2023-10-15 00:00:00,2023-11-05 00:00:00,type_1,52648,288668
A144836,PORT-RORO-5920,P4836-4bed0a54,City_122,City_32,2024-05-17 00:00:00,2024-06-11 00:00:00,type_1,76618,222135
A144837,PORT-CARGO-8039,P4837-81979ced,City_122,City_32,2022-12-05 00:00:00,2022-12-20 00:00:00,type_1,16629,474086
A144838,PORT-CARGO-4191,P4838-3ea14d4a,City_122,City_32,2022-11-27 00:00:00,2022-12-22 00:00:00,type_1,65367,328386
A144839,PORT-LIFT-8536,P4839-adb80d01,City_122,City_32,2023-02-10 00:00:00,2023-03-02 00:00:00,type_1,49554,13625
A144840,PORT-RORO-1805,P4840-bfa942d1,City_122,City_32,2024-03-01 00:00:00,2024-03-09 00:00:00,type_1,98291,137342
A144841,PORT-RORO-8766,P4841-d2d169f5,City_122,City_32,2024-03-31 00:00:00,2024-04-26 00:00:00,type_1,71549,56505
A144842,PORT-CARGO-1097,P4842-5d7e1c2a,City_122,City_33,2024-04-05 00:00:00,2024-04-28 00:00:00,type_1,74380,62565
A144843,PORT-CARGO-3686,P4843-66bfc884,City_122,City_33,2022-01-27 00:00:00,2022-02-18 00:00:00,type_1,57186,198681
A144844,PORT-RORO-4963,P4844-33a8f98b,City_122,City_33,2022-08-11 00:00:00,2022-08-20 00:00:00,type_1,19329,455806
A144845,PORT-RORO-4484,P4845-b8c1fe8a,City_122,City_33,2024-03-16 00:00:00,2024-04-09 00:00:00,type_1,28068,79867
A144846,PORT-RORO-5736,P4846-c4e08fec,City_122,City_33,2022-09-23 00:00:00,2022-09-27 00:00:00,type_1,73988,107540
A144847,PORT-LIFT-4933,P4847-6fc7c561,City_122,City_35,2024-02-21 00:00:00,2024-02-29 00:00:00,type_1,52245,437544
A144848,PORT-RORO-7161,P4848-22f009e0,City_122,City_35,2023-09-25 00:00:00,2023-10-25 00:00:00,type_1,86056,321290
A144849,PORT-CARGO-5231,P4849-d3a4303f,City_122,City_35,2022-06-19 00:00:00,2022-07-06 00:00:00,type_1,31532,258196
A144850,PORT-CARGO-4667,P4850-ecb997cd,City_122,City_35,2024-01-09 00:00:00,2024-01-29 00:00:00,type_1,44821,464802
A144851,PORT-CARGO-1765,P4851-f4bbba11,City_122,City_37,2022-05-20 00:00:00,2022-05-30 00:00:00,type_1,24402,369667
A144852,PORT-CTNR-2538,P4852-1a08b63b,City_122,City_37,2022-09-15 00:00:00,2022-10-10 00:00:00,type_1,9053,10069
A144853,PORT-RORO-4094,P4853-76d3a631,City_122,City_37,2022-08-22 00:00:00,2022-09-18 00:00:00,type_1,23462,428579
A144854,PORT-LIFT-5806,P4854-7ce0adba,City_122,City_37,2022-05-22 00:00:00,2022-05-31 00:00:00,type_1,65333,165672
A144855,PORT-CTNR-9606,P4855-d5c47a6e,City_122,City_37,2022-06-02 00:00:00,2022-06-24 00:00:00,type_1,88667,14767
A144856,PORT-RORO-6429,P4856-6d258617,City_122,City_37,2024-04-19 00:00:00,2024-05-02 00:00:00,type_1,11523,461945
A144857,PORT-LIFT-5402,P4857-82de38b6,City_122,City_37,2023-12-08 00:00:00,2023-12-21 00:00:00,type_1,51487,76499
A144858,PORT-CTNR-8250,P4858-4f49ac0b,City_122,City_37,2022-11-28 00:00:00,2022-12-14 00:00:00,type_1,90903,308002
A144859,PORT-CTNR-4305,P4859-a6719785,City_122,City_38,2023-07-19 00:00:00,2023-07-29 00:00:00,type_1,4360,75177
A144860,PORT-CTNR-7444,P4860-f35b2458,City_122,City_38,2024-03-18 00:00:00,2024-03-30 00:00:00,type_1,28476,138898
A144861,PORT-CARGO-4019,P4861-964ab47d,City_122,City_38,2024-03-03 00:00:00,2024-03-30 00:00:00,type_1,82474,236752
A144862,PORT-CARGO-3101,P4862-f41a60ed,City_122,City_38,2023-05-20 00:00:00,2023-06-06 00:00:00,type_1,61692,255072
A144863,PORT-CARGO-4338,P4863-9f7a5a7b,City_122,City_38,2022-03-19 00:00:00,2022-04-04 00:00:00,type_1,95655,474887
A144864,PORT-CTNR-7527,P4864-c2d4f167,City_122,City_38,2023-02-16 00:00:00,2023-02-28 00:00:00,type_1,63171,392789
A144865,PORT-CTNR-8257,P4865-207b8eb9,City_122,City_38,2022-01-04 00:00:00,2022-01-13 00:00:00,type_1,47883,302820
A144866,PORT-CARGO-7200,P4866-1a797d96,City_122,City_39,2024-03-27 00:00:00,2024-03-31 00:00:00,type_1,81025,185666
A144867,PORT-LIFT-3776,P4867-15874dc3,City_122,City_39,2023-10-01 00:00:00,2023-10-20 00:00:00,type_1,40376,427411
A144868,PORT-CARGO-5713,P4868-da5d2c9d,City_122,City_39,2022-03-28 00:00:00,2022-04-23 00:00:00,type_1,5427,442061
A144869,PORT-RORO-5874,P4869-81080cba,City_122,City_40,2024-01-16 00:00:00,2024-01-20 00:00:00,type_1,65519,79350
A144870,PORT-LIFT-1303,P4870-88ccc402,City_122,City_40,2023-11-23 00:00:00,2023-12-16 00:00:00,type_1,57428,465366
A144871,PORT-RORO-7010,P4871-46070cd2,City_122,City_40,2023-06-03 00:00:00,2023-06-11 00:00:00,type_1,59933,234409
A144872,PORT-RORO-3256,P4872-cb388127,City_122,City_40,2023-01-16 00:00:00,2023-02-06 00:00:00,type_1,817,495492
A144873,PORT-RORO-3619,P4873-089fb9e8,City_122,City_40,2022-01-15 00:00:00,2022-02-13 00:00:00,type_1,32627,30976
A144874,PORT-RORO-4127,P4874-d4732aa0,City_122,City_40,2024-04-04 00:00:00,2024-04-23 00:00:00,type_1,47270,357267
A144875,PORT-RORO-5298,P4875-261c588a,City_122,City_40,2023-02-26 00:00:00,2023-03-24 00:00:00,type_1,37557,47210
A144876,PORT-RORO-5378,P4876-5e053665,City_122,City_40,2022-11-19 00:00:00,2022-12-11 00:00:00,type_1,85131,264647
A144877,PORT-CARGO-2711,P4877-1e9c5210,City_122,City_42,2023-06-20 00:00:00,2023-06-29 00:00:00,type_1,92117,317796
A144878,PORT-RORO-9874,P4878-7d0f0348,City_122,City_42,2023-12-27 00:00:00,2024-01-07 00:00:00,type_1,78901,451510
A144879,PORT-CTNR-5221,P4879-12f682de,City_122,City_42,2023-09-06 00:00:00,2023-10-01 00:00:00,type_1,56500,275334
A144880,PORT-CTNR-6160,P4880-71592d88,City_122,City_42,2024-04-13 00:00:00,2024-04-26 00:00:00,type_1,37474,17448
A144881,PORT-CARGO-3341,P4881-a69a204f,City_122,City_42,2024-04-23 00:00:00,2024-05-09 00:00:00,type_1,57715,416363
A144882,PORT-LIFT-4546,P4882-53fc5140,City_122,City_42,2022-05-11 00:00:00,2022-05-18 00:00:00,type_1,29654,400752
A144883,PORT-LIFT-7242,P4883-86e6a0f5,City_122,City_42,2022-04-14 00:00:00,2022-04-21 00:00:00,type_1,21071,62871
A144884,PORT-CTNR-2709,P4884-a6032633,City_122,City_43,2022-12-04 00:00:00,2022-12-26 00:00:00,type_1,74212,161160
A144885,PORT-LIFT-4735,P4885-49a81d27,City_122,City_43,2022-09-15 00:00:00,2022-09-18 00:00:00,type_1,92224,12141
A144886,PORT-CTNR-3989,P4886-dd80cce3,City_122,City_43,2023-12-03 00:00:00,2023-12-20 00:00:00,type_1,97665,239081
A144887,PORT-CARGO-3252,P4887-3414c994,City_122,City_43,2022-07-17 00:00:00,2022-08-15 00:00:00,type_1,70106,320157
A144888,PORT-LIFT-9154,P4888-37f6ff64,City_122,City_43,2022-11-04 00:00:00,2022-11-12 00:00:00,type_1,83989,443434
A144889,PORT-CARGO-6587,P4889-9c2d171b,City_122,City_43,2023-02-12 00:00:00,2023-03-09 00:00:00,type_1,98348,251746
A144890,PORT-RORO-2052,P4890-c11d2a74,City_122,City_43,2024-05-17 00:00:00,2024-06-05 00:00:00,type_1,66191,415983
A144891,PORT-CARGO-3109,P4891-10cfbf82,City_122,City_43,2022-07-29 00:00:00,2022-08-15 00:00:00,type_1,84774,285701
A144892,PORT-RORO-1947,P4892-8ea3337d,City_122,City_44,2022-12-04 00:00:00,2022-12-28 00:00:00,type_1,38527,296604
A144893,PORT-CTNR-7355,P4893-2944db1d,City_122,City_44,2023-06-19 00:00:00,2023-06-23 00:00:00,type_1,91926,211546
A144894,PORT-CTNR-4275,P4894-9b061e8f,City_122,City_44,2023-12-16 00:00:00,2024-01-11 00:00:00,type_1,75936,143912
A144895,PORT-LIFT-7566,P4895-c4c860aa,City_122,City_44,2022-11-10 00:00:00,2022-11-27 00:00:00,type_1,75860,401954
A144896,PORT-LIFT-7412,P4896-929e4b2b,City_122,City_44,2022-01-26 00:00:00,2022-02-22 00:00:00,type_1,43041,366226
A144897,PORT-RORO-8271,P4897-129fb223,City_122,City_44,2023-10-01 00:00:00,2023-10-12 00:00:00,type_1,51201,307464
A144898,PORT-CARGO-9873,P4898-f6d78ea6,City_122,City_44,2022-09-05 00:00:00,2022-09-08 00:00:00,type_1,81882,458956
A144899,PORT-CARGO-4298,P4899-1df5675f,City_122,City_45,2023-02-09 00:00:00,2023-03-09 00:00:00,type_1,7144,72563
A144900,PORT-CTNR-3305,P4900-bf063243,City_122,City_45,2023-03-04 00:00:00,2023-03-09 00:00:00,type_1,53030,211426
A144901,PORT-CARGO-1121,P4901-b2d37e61,City_122,City_45,2022-04-12 00:00:00,2022-04-28 00:00:00,type_1,47204,179162
A144902,PORT-LIFT-8366,P4902-124aa0e0,City_122,City_45,2023-12-02 00:00:00,2023-12-21 00:00:00,type_1,36909,223045
A144903,PORT-LIFT-9179,P4903-1ecf9d7b,City_122,City_45,2023-11-13 00:00:00,2023-12-02 00:00:00,type_1,42767,218979
A144904,PORT-LIFT-6873,P4904-7601be8d,City_122,City_45,2023-05-21 00:00:00,2023-06-04 00:00:00,type_1,23063,62363
A144905,PORT-RORO-8060,P4905-7d6834ac,City_122,City_49,2022-10-09 00:00:00,2022-10-12 00:00:00,type_1,7355,13590
A144906,PORT-RORO-9581,P4906-bc19f874,City_122,City_49,2023-04-03 00:00:00,2023-04-16 00:00:00,type_1,54885,283164
A144907,PORT-CARGO-5770,P4907-0c973a7b,City_122,City_49,2023-12-01 00:00:00,2023-12-05 00:00:00,type_1,9844,197387
A144908,PORT-RORO-7268,P4908-a613d9bc,City_122,City_49,2022-12-28 00:00:00,2023-01-08 00:00:00,type_1,14460,180443
A144909,PORT-CARGO-3869,P4909-c73ea340,City_122,City_49,2022-09-20 00:00:00,2022-10-20 00:00:00,type_1,34580,168616
A144910,PORT-RORO-5851,P4910-0c426e3a,City_122,City_5,2022-01-06 00:00:00,2022-01-13 00:00:00,type_1,26939,430308
A144911,PORT-CARGO-9671,P4911-dfb8e9c2,City_122,City_5,2023-02-21 00:00:00,2023-03-13 00:00:00,type_1,2726,233242
A144912,PORT-CARGO-6214,P4912-429ed4bd,City_122,City_5,2024-04-20 00:00:00,2024-05-08 00:00:00,type_1,5991,464695
A144913,PORT-CTNR-8415,P4913-b87989e1,City_122,City_50,2022-01-21 00:00:00,2022-01-31 00:00:00,type_1,25926,224019
A144914,PORT-CTNR-5887,P4914-85f67ec9,City_122,City_50,2024-04-09 00:00:00,2024-04-20 00:00:00,type_1,28308,90678
A144915,PORT-RORO-1995,P4915-af537cc6,City_122,City_50,2022-06-27 00:00:00,2022-07-01 00:00:00,type_1,91422,428021
A144916,PORT-LIFT-1794,P4916-24e91a10,City_122,City_50,2023-07-08 00:00:00,2023-07-30 00:00:00,type_1,70580,395815
A144917,PORT-CARGO-1498,P4917-bb2b6e1e,City_122,City_50,2023-09-16 00:00:00,2023-10-13 00:00:00,type_1,36935,467520
A144918,PORT-CTNR-4483,P4918-726dac0a,City_122,City_50,2022-10-03 00:00:00,2022-10-27 00:00:00,type_1,2088,313241
A144919,PORT-RORO-2084,P4919-c657d694,City_122,City_50,2024-04-23 00:00:00,2024-05-15 00:00:00,type_1,78668,259367
A144920,PORT-RORO-8978,P4920-73512ae9,City_122,City_50,2022-05-19 00:00:00,2022-06-17 00:00:00,type_1,44623,152992
A144921,PORT-LIFT-2794,P4921-c601a34c,City_122,City_51,2022-08-03 00:00:00,2022-08-17 00:00:00,type_1,80374,214074
A144922,PORT-LIFT-9628,P4922-6ac49611,City_122,City_51,2022-01-14 00:00:00,2022-01-26 00:00:00,type_1,6036,176604
A144923,PORT-RORO-4352,P4923-6aa64589,City_122,City_51,2022-12-29 00:00:00,2023-01-25 00:00:00,type_1,49998,413740
A144924,PORT-RORO-5901,P4924-aa69b5ef,City_122,City_51,2023-06-06 00:00:00,2023-06-09 00:00:00,type_1,42687,310436
A144925,PORT-CARGO-5115,P4925-53185177,City_122,City_52,2023-11-25 00:00:00,2023-11-28 00:00:00,type_1,44642,475709
A144926,PORT-CTNR-3299,P4926-7ebd2a0d,City_122,City_52,2023-11-05 00:00:00,2023-11-21 00:00:00,type_1,22596,10571
A144927,PORT-LIFT-5428,P4927-2886cdde,City_122,City_52,2022-05-31 00:00:00,2022-06-23 00:00:00,type_1,6305,467133
A144928,PORT-CARGO-2474,P4928-fefc6b80,City_122,City_52,2022-12-29 00:00:00,2023-01-17 00:00:00,type_1,18838,324816
A144929,PORT-LIFT-9529,P4929-4a774cd0,City_122,City_52,2022-10-15 00:00:00,2022-11-06 00:00:00,type_1,2801,451204
A144930,PORT-RORO-4132,P4930-7a242ec3,City_122,City_52,2024-05-14 00:00:00,2024-05-26 00:00:00,type_1,5856,90512
A144931,PORT-CTNR-8209,P4931-f4e2692c,City_122,City_53,2023-11-12 00:00:00,2023-11-29 00:00:00,type_1,37947,257026
A144932,PORT-RORO-8541,P4932-83e72cd6,City_122,City_53,2023-01-07 00:00:00,2023-01-29 00:00:00,type_1,15400,201522
A144933,PORT-LIFT-2092,P4933-9283812d,City_122,City_53,2023-06-10 00:00:00,2023-06-26 00:00:00,type_1,35536,396827
A144934,PORT-CARGO-4300,P4934-1bd98b51,City_122,City_53,2022-01-04 00:00:00,2022-01-23 00:00:00,type_1,99408,283669
A144935,PORT-CARGO-6242,P4935-0eab9c0e,City_122,City_54,2024-03-16 00:00:00,2024-04-08 00:00:00,type_1,52461,282629
A144936,PORT-LIFT-2737,P4936-ec644ad1,City_122,City_54,2023-08-08 00:00:00,2023-08-24 00:00:00,type_1,32572,93452
A144937,PORT-CARGO-3757,P4937-260bfb2a,City_122,City_54,2023-03-16 00:00:00,2023-03-19 00:00:00,type_1,84756,396310
A144938,PORT-LIFT-9988,P4938-5d525b3b,City_122,City_54,2023-01-21 00:00:00,2023-02-15 00:00:00,type_1,99687,336479
A144939,PORT-LIFT-3715,P4939-cda1a0d0,City_122,City_54,2023-04-16 00:00:00,2023-05-02 00:00:00,type_1,63488,449690
A144940,PORT-LIFT-9459,P4940-f4eef014,City_122,City_54,2022-08-03 00:00:00,2022-08-09 00:00:00,type_1,58624,455281
A144941,PORT-CARGO-1040,P4941-c7bd8658,City_122,City_54,2023-01-29 00:00:00,2023-02-13 00:00:00,type_1,77879,105312
A144942,PORT-CARGO-2416,P4942-1f14bf6c,City_122,City_54,2023-01-16 00:00:00,2023-01-21 00:00:00,type_1,69919,435702
A144943,PORT-RORO-9861,P4943-8ae2f032,City_122,City_57,2023-05-28 00:00:00,2023-06-04 00:00:00,type_1,19725,164613
A144944,PORT-RORO-6927,P4944-0eebb77d,City_122,City_57,2024-04-21 00:00:00,2024-05-04 00:00:00,type_1,41448,305240
A144945,PORT-RORO-9990,P4945-ddbe5205,City_122,City_57,2023-08-31 00:00:00,2023-09-29 00:00:00,type_1,55603,22270
A144946,PORT-CARGO-3187,P4946-eed81839,City_122,City_58,2023-04-17 00:00:00,2023-05-13 00:00:00,type_1,29344,85713
A144947,PORT-RORO-2950,P4947-5fe6319e,City_122,City_58,2023-04-07 00:00:00,2023-04-29 00:00:00,type_1,76426,273500
A144948,PORT-CTNR-3482,P4948-db52cb8f,City_122,City_58,2022-06-25 00:00:00,2022-07-05 00:00:00,type_1,89538,257215
A144949,PORT-CTNR-1588,P4949-7644eb2a,City_122,City_58,2023-12-27 00:00:00,2024-01-25 00:00:00,type_1,56652,427635
A144950,PORT-LIFT-9882,P4950-f94ac03d,City_122,City_61,2023-10-05 00:00:00,2023-10-28 00:00:00,type_1,7791,244892
A144951,PORT-LIFT-8635,P4951-047aea87,City_122,City_61,2023-04-03 00:00:00,2023-04-24 00:00:00,type_1,92678,179324
A144952,PORT-LIFT-2156,P4952-4ebdd407,City_122,City_61,2023-10-05 00:00:00,2023-11-02 00:00:00,type_1,55644,243397
A144953,PORT-RORO-6143,P4953-df8aca4b,City_122,City_61,2022-11-18 00:00:00,2022-11-27 00:00:00,type_1,69290,321085
A144954,PORT-CTNR-9923,P4954-2d8bed54,City_122,City_61,2023-07-08 00:00:00,2023-07-30 00:00:00,type_1,5715,369394
A144955,PORT-CARGO-8582,P4955-4af8aaee,City_122,City_63,2023-06-11 00:00:00,2023-06-16 00:00:00,type_1,76939,194938
A144956,PORT-CTNR-6249,P4956-52f315b9,City_122,City_63,2023-05-21 00:00:00,2023-06-12 00:00:00,type_1,73615,40449
A144957,PORT-LIFT-7055,P4957-0f3899e2,City_122,City_63,2023-06-07 00:00:00,2023-06-29 00:00:00,type_1,93850,409562
A144958,PORT-RORO-3746,P4958-b80a29a8,City_122,City_63,2023-02-19 00:00:00,2023-03-20 00:00:00,type_1,28037,298320
A144959,PORT-LIFT-9384,P4959-5a270c23,City_122,City_63,2023-03-30 00:00:00,2023-04-15 00:00:00,type_1,69329,117669
A144960,PORT-CTNR-3548,P4960-39c74739,City_122,City_63,2022-01-18 00:00:00,2022-02-11 00:00:00,type_1,52744,261126
A144961,PORT-CARGO-4896,P4961-42c0b9ad,City_122,City_66,2023-08-31 00:00:00,2023-09-15 00:00:00,type_1,14757,367175
A144962,PORT-CARGO-2876,P4962-e738fcee,City_122,City_66,2023-10-09 00:00:00,2023-11-06 00:00:00,type_1,79487,360172
A144963,PORT-CTNR-6467,P4963-e3038140,City_122,City_66,2024-01-26 00:00:00,2024-01-31 00:00:00,type_1,72173,296880
A144964,PORT-CARGO-9847,P4964-e3603bfc,City_122,City_7,2023-06-20 00:00:00,2023-07-13 00:00:00,type_1,86439,212881
A144965,PORT-CTNR-9368,P4965-1f759f59,City_122,City_7,2024-02-25 00:00:00,2024-03-03 00:00:00,type_1,3980,437546
A144966,PORT-RORO-1115,P4966-932849ad,City_122,City_7,2023-02-16 00:00:00,2023-03-03 00:00:00,type_1,78617,385006
A144967,PORT-CTNR-1771,P4967-3e54a061,City_122,City_71,2023-04-11 00:00:00,2023-05-02 00:00:00,type_1,29263,79182
A144968,PORT-RORO-3404,P4968-2cfefd19,City_122,City_71,2023-08-27 00:00:00,2023-09-16 00:00:00,type_1,51306,85486
A144969,PORT-CARGO-4668,P4969-1a94cd14,City_122,City_71,2022-10-09 00:00:00,2022-11-03 00:00:00,type_1,87368,278110
A144970,PORT-LIFT-8440,P4970-62e7b76a,City_122,City_72,2022-02-17 00:00:00,2022-02-27 00:00:00,type_1,41942,384262
A144971,PORT-CTNR-7893,P4971-82cbcb6e,City_122,City_72,2023-05-18 00:00:00,2023-05-31 00:00:00,type_1,67482,251299
A144972,PORT-RORO-9496,P4972-4e06898b,City_122,City_72,2024-03-12 00:00:00,2024-04-07 00:00:00,type_1,30028,463525
A144973,PORT-CARGO-6543,P4973-ed277407,City_122,City_72,2022-12-29 00:00:00,2023-01-23 00:00:00,type_1,2239,243880
A144974,PORT-RORO-8245,P4974-c2820908,City_122,City_72,2022-08-30 00:00:00,2022-09-25 00:00:00,type_1,22888,63247
A144975,PORT-CARGO-2640,P4975-6c727f7c,City_122,City_72,2022-11-27 00:00:00,2022-12-10 00:00:00,type_1,83353,188396
A144976,PORT-LIFT-8208,P4976-5edead06,City_122,City_73,2023-11-24 00:00:00,2023-11-28 00:00:00,type_1,17143,197420
A144977,PORT-CTNR-9598,P4977-2f05b889,City_122,City_73,2023-05-05 00:00:00,2023-05-27 00:00:00,type_1,89039,326409
A144978,PORT-CARGO-9463,P4978-5cdd882f,City_122,City_73,2022-10-08 00:00:00,2022-11-02 00:00:00,type_1,37220,441052
A144979,PORT-CTNR-6098,P4979-fbf1e85f,City_122,City_81,2023-01-12 00:00:00,2023-01-31 00:00:00,type_1,27925,291749
A144980,PORT-CTNR-2250,P4980-7d69a8d8,City_122,City_81,2022-11-15 00:00:00,2022-11-20 00:00:00,type_1,63859,171778
A144981,PORT-CTNR-2677,P4981-e63ec487,City_122,City_81,2024-02-10 00:00:00,2024-02-17 00:00:00,type_1,85457,128919
A144982,PORT-LIFT-1806,P4982-1b3c3fed,City_122,City_81,2022-07-23 00:00:00,2022-08-07 00:00:00,type_1,58691,290889
A144983,PORT-CTNR-6313,P4983-abc1cb9b,City_122,City_81,2023-10-05 00:00:00,2023-11-01 00:00:00,type_1,70468,216330
A144984,PORT-CTNR-1613,P4984-916dfc93,City_122,City_82,2023-08-20 00:00:00,2023-09-12 00:00:00,type_1,59526,239591
A144985,PORT-RORO-9810,P4985-853c9180,City_122,City_82,2022-02-24 00:00:00,2022-03-26 00:00:00,type_1,19128,472673
A144986,PORT-CARGO-5957,P4986-6e29ac02,City_122,City_82,2024-04-03 00:00:00,2024-04-30 00:00:00,type_1,35497,339023
A144987,PORT-LIFT-7985,P4987-7e27b95f,City_122,City_82,2023-06-09 00:00:00,2023-06-21 00:00:00,type_1,54503,148099
A144988,PORT-RORO-5807,P4988-f2d22f98,City_122,City_82,2022-01-26 00:00:00,2022-02-22 00:00:00,type_1,55977,131583
A144989,PORT-RORO-5885,P4989-fbe941a5,City_122,City_82,2024-04-13 00:00:00,2024-04-16 00:00:00,type_1,57123,44809
A144990,PORT-CARGO-3207,P4990-df5c3dda,City_122,City_82,2023-09-20 00:00:00,2023-10-03 00:00:00,type_1,29156,261535
A144991,PORT-CARGO-2950,P4991-501aec3c,City_122,City_83,2022-12-30 00:00:00,2023-01-20 00:00:00,type_1,48479,271210
